Superhero Name,Superhero Biography Name,Superhero Place Of Birth,Superhero First Appearance,Superhero Gender,Superhero Eye Color,Superhero Race,Superhero Hair Color,Superhero Height (Ft),Superhero Height (Cm),Superhero Weight (Lb),Superhero Weight (Kg),Superhero Publisher,Superhero Work Occupation,Superhero Work Base,Superhero Skin Color,Superhero Alignment,Superhero Intelligence,Superhero Strength,Superhero Speed,Superhero Durability,Superhero Power,Superhero Combat,Superhero Agility,Superhero Accelerated Healing,Superhero Lantern Power Ring,Superhero Dimensional Awareness,Superhero Cold Resistance,Superhero Durability.1,Superhero Stealth,Superhero Energy Absorption,Superhero Flight,Superhero Danger Sense,Superhero Underwater Breathing,Superhero Marksmanship,Superhero Weapons Master,Superhero Power Augmentation,Superhero Animal Attributes,Superhero Longevity,Superhero Intelligence.1,Superhero Super Strength,Superhero Cryokinesis,Superhero Telepathy,Superhero Energy Armor,Superhero Energy Blasts,Superhero Duplication,Superhero Size Changing,Superhero Density Control,Superhero Stamina,Superhero Astral Travel,Superhero Audio Control,Superhero Dexterity,Superhero Omnitrix,Superhero Super Speed,Superhero Possession,Superhero Animal Oriented Powers,Superhero Weapon-Based Powers,Superhero Electrokinesis,Superhero Darkforce Manipulation,Superhero Death Touch,Superhero Teleportation,Superhero Enhanced Senses,Superhero Telekinesis,Superhero Energy Beams,Superhero Magic,Superhero Hyperkinesis,Superhero Jump,Superhero Clairvoyance,Superhero Dimensional Travel,Superhero Power Sense,Superhero Shapeshifting,Superhero Peak Human Condition,Superhero Immortality,Superhero Camouflage,Superhero Element Control,Superhero Phasing,Superhero Astral Projection,Superhero Electrical Transport,Superhero Fire Control,Superhero Projection,Superhero Summoning,Superhero Enhanced Memory,Superhero Reflexes,Superhero Invulnerability,Superhero Energy Constructs,Superhero Force Fields,Superhero Self-Sustenance,Superhero Anti-Gravity,Superhero Empathy,Superhero Power Nullifier,Superhero Radiation Control,Superhero Psionic Powers,Superhero Elasticity,Superhero Substance Secretion,Superhero Elemental Transmogrification,Superhero Technopath/Cyberpath,Superhero Photographic Reflexes,Superhero Seismic Power,Superhero Animation,Superhero Precognition,Superhero Mind Control,Superhero Fire Resistance,Superhero Power Absorption,Superhero Enhanced Hearing,Superhero Nova Force,Superhero Insanity,Superhero Hypnokinesis,Superhero Animal Control,Superhero Natural Armor,Superhero Intangibility,Superhero Enhanced Sight,Superhero Molecular Manipulation,Superhero Heat Generation,Superhero Adaptation,Superhero Gliding,Superhero Power Suit,Superhero Mind Blast,Superhero Probability Manipulation,Superhero Gravity Control,Superhero Regeneration,Superhero Light Control,Superhero Echolocation,Superhero Levitation,Superhero Toxin And Disease Control,Superhero Banish,Superhero Energy Manipulation,Superhero Heat Resistance,Superhero Natural Weapons,Superhero Time Travel,Superhero Enhanced Smell,Superhero Illusions,Superhero Thirstokinesis,Superhero Hair Manipulation,Superhero Illumination,Superhero Omnipotent,Superhero Cloaking,Superhero Changing Armor,Superhero Power Cosmic,Superhero Biokinesis,Superhero Water Control,Superhero Radiation Immunity,Superhero Vision - Telescopic,Superhero Toxin And Disease Resistance,Superhero Spatial Awareness,Superhero Energy Resistance,Superhero Telepathy Resistance,Superhero Molecular Combustion,Superhero Omnilingualism,Superhero Portal Creation,Superhero Magnetism,Superhero Mind Control Resistance,Superhero Plant Control,Superhero Sonar,Superhero Sonic Scream,Superhero Time Manipulation,Superhero Enhanced Touch,Superhero Magic Resistance,Superhero Invisibility,Superhero Sub-Mariner,Superhero Radiation Absorption,Superhero Intuitive Aptitude,Superhero Vision - Microscopic,Superhero Melting,Superhero Wind Control,Superhero Super Breath,Superhero Wallcrawling,Superhero Vision - Night,Superhero Vision - Infrared,Superhero Grim Reaping,Superhero Matter Absorption,Superhero The Force,Superhero Resurrection,Superhero Terrakinesis,Superhero Vision - Heat,Superhero Vitakinesis,Superhero Radar Sense,Superhero Qwardian Power Ring,Superhero Weather Control,Superhero Vision - X-Ray,Superhero Vision - Thermal,Superhero Web Creation,Superhero Reality Warping,Superhero Odin Force,Superhero Symbiote Costume,Superhero Speed Force,Superhero Phoenix Force,Superhero Molecular Dissipation,Superhero Vision - Cryo,Superhero Omnipresent,Superhero Omniscient,Superhero First Appearance Date,Id Track of Most Popular Song On Day of First Appearance,Name of Most Popular Song On Day of First Appearance,Popularity of Most Popular Song On Day of First Appearance,Duration Ms of Most Popular Song On Day of First Appearance,Explicit of Most Popular Song On Day of First Appearance,Artists of Most Popular Song On Day of First Appearance,Id Artists of Most Popular Song On Day of First Appearance,Release Date of Most Popular Song On Day of First Appearance,Release Year of Most Popular Song On Day of First Appearance,Danceability of Most Popular Song On Day of First Appearance,Energy of Most Popular Song On Day of First Appearance,Key of Most Popular Song On Day of First Appearance,Loudness of Most Popular Song On Day of First Appearance,Mode of Most Popular Song On Day of First Appearance,Speechiness of Most Popular Song On Day of First Appearance,Acousticness of Most Popular Song On Day of First Appearance,Instrumentalness of Most Popular Song On Day of First Appearance,Liveness of Most Popular Song On Day of First Appearance,Valence of Most Popular Song On Day of First Appearance,Tempo of Most Popular Song On Day of First Appearance,Time Signature of Most Popular Song On Day of First Appearance
Silverclaw,Maria de Guadalupe Santiago,"The village of Kamekeri, Costa Verde",Avengers #8 (1998),Female,brown,-,Black,5.150918635170604,157.0,110.0,50.0,Marvel Comics,"University student, adventurer","Empire State University and Avengers Mansion, New York City, NY",-,good,80.0,30.0,35.0,45.0,35.0,45.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1998-09-01,4rgtUNM0q1TR10qkyMEo3B,Dr. Greenthumb - Radio Edit,47.0,188827.0,0.0,['Cypress Hill'],['4P0dddbxPil35MNN9G2MEX'],1998-09-01,1998.0,0.81,0.375,10.0,-13.853,0.0,0.393,0.0382,0.0184,0.103,0.117,103.879,4.0
Simon Baz,Simoon Baz,"Dearborn, Michigan","The New 52: FCBD Special Edition #1 (June, 2012)",Male,bown,Human,Black,,,,,DC Comics,-,-,-,good,56.0,90.0,42.0,55.0,100.0,60.0,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1998-02-01,5zCFuB2hlS85wzZGpdbM8H,Eventide,54.0,271893.0,0.0,['Michael Hoppé'],['7xwtpo11n9GHMFZUg2kLJK'],1998-02-01,1998.0,0.101,0.0712,2.0,-24.396,0.0,0.044,0.968,0.962,0.109,0.0391,89.266,3.0
Sinestro,Thaal Sinestro,"Korugar City, Korugar",Green Lantern Vol 2 #7,Male,black,Korugaran,Black,6.594488188976378,201.0,205.0,92.0,DC Comics,-,"Ranx, Warworld. formerly New Korugar, Qward, Oa",red,neutral,90.0,85.0,55.0,65.0,100.0,55.0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1961-07-01,7udrxkpUGUGf1wTHWHpIOy,That Old Black Magic - Remastered,41.0,245693.0,0.0,['Frank Sinatra'],['1Mxqyy3pSjf8kZZL4QVxS0'],1961-07-01,1961.0,0.662,0.153,8.0,-16.436,1.0,0.0514,0.639,0.0,0.108,0.409,127.217,4.0
Siren,Hila,-,"Aquaman #22 (August, 1965)",Female,blue,Atlantean,Purple,5.741469816272966,175.0,160.0,72.0,DC Comics,-,formely Atlantis,-,bad,80.0,65.0,80.0,60.0,95.0,60.0,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1965-08-01,2ID3rNM3hFBjqrLcV0Wr0y,It Was A Very Good Year,60.0,267240.0,0.0,['Frank Sinatra'],['1Mxqyy3pSjf8kZZL4QVxS0'],1965-08-01,1965.0,0.215,0.142,7.0,-15.395,0.0,0.0325,0.862,0.0,0.113,0.126,79.608,4.0
Siren II,La Sirene la Bailene,Atlantis,The Titans #5 (1999),Female,black,-,-,,,,,DC Comics,-,-,-,bad,,,,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1999-03-01,4yKZACkuudvfd600H2dQie,Get Down On It,75.0,212907.0,0.0,['Kool & The Gang'],['3VNITwohbvU5Wuy5PC6dsI'],1999-03-01,1999.0,0.879,0.626,7.0,-6.344,1.0,0.0604,0.205,6.07e-05,0.056,0.968,110.864,4.0
Siryn,Theresa Rourke Cassidy,"Cassidy Keep, County Mayo, Ireland",Spider-Woman (first series) #37,Female,blue,-,Strawberry Blond,5.511811023622047,168.0,115.0,52.0,Marvel Comics,(current) Adventurer (former) Professional Criminal,-,-,bad,75.0,10.0,50.0,30.0,50.0,45.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1981-04-01,6kAM3ltjQyditY5GhZytJP,"Donde Estés, Con Quien Estés",52.0,274533.0,0.0,['Camilo Sesto'],['2Cy7KBSkqu7otJfuMTWT7Y'],1981-04-01,1981.0,0.35,0.302,0.0,-16.362,1.0,0.0355,0.727,0.00585,0.0681,0.294,72.13,4.0
Skaar,-,Sakaar,"World War Hulk #5, 2007",Male,green,-,Black,6.496062992125984,198.0,400.0,180.0,Marvel Comics,Warrior,-,-,good,80.0,85.0,30.0,90.0,70.0,85.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2001-02-28,6HAcngnAkOIgpfU0jGsXri,Cha Cha Linda,44.0,180840.0,0.0,['Hermanos Martinez Gil'],['28L8txPUafzgMa9HllGtlv'],2001-02-28,2001.0,0.728,0.358,2.0,-5.556,0.0,0.0462,0.77,1.41e-06,0.334,0.665,112.873,4.0
Snowbird,Narya,"Near Resolute Bay, Northwest Territories, Canada",Uncanny X-Men #120,Female,white,-,Blond,5.83989501312336,178.0,108.0,49.0,Marvel Comics,"Goddess, adventurer, former records officer",formerly Department H,-,good,80.0,35.0,30.0,45.0,70.0,55.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1979-04-01,5R3i1DivKFMc4sgvJhyW4e,007 - verfolgen die Strandräuber - Teil 02,31.0,66320.0,0.0,['Fünf Freunde'],['1hD52edfn6aNsK3fb5c2OT'],1979-04-01,1979.0,0.755,0.66,11.0,-7.445,0.0,0.913,0.896,0.0,0.386,0.507,126.055,5.0
Sobek,Yurrd the Unknown,Nile River; Bioengineered at Oolong Island,52 Week Twenty-Six,Male,white,-,No Hair,,,,,DC Comics,-,Kahndaq,-,good,80.0,35.0,25.0,50.0,20.0,60.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1979-09-01,1TsmHRIXvMTLP7Vu53XsUV,Rise,53.0,457400.0,0.0,['Herb Alpert'],['1PqdKx88nAgPolRy079lMl'],1979-09-01,1979.0,0.814,0.453,10.0,-10.802,1.0,0.0412,0.134,0.834,0.0879,0.903,99.265,4.0
Solomon Grundy,Cyrus Gold,Gotham City,"All-American Comics #61 (October, 1944)",Male,black,Zombie,White,9.153543307086617,279.0,971.0,437.0,DC Comics,-,-,-,bad,55.0,95.0,15.0,100.0,95.0,30.0,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1944-10-01,,,,,,,,,,,,,,,,,,,,,
Songbird,Melissa Joan Gold,"Shoshoni, Wyoming",-,Female,green,-,Red / White,5.413385826771654,165.0,145.0,65.0,Marvel Comics,Adventurer; former criminal and wrestler,-,-,good,90.0,40.0,30.0,45.0,55.0,60.0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1979-08-01,4w4Shi3xjbZBDGuhLw5LsQ,Bright Side of the Road,62.0,226760.0,0.0,['Van Morrison'],['44NX2ffIYHr6D4n7RaZF7A'],1979-08-01,1979.0,0.536,0.737,0.0,-7.36,1.0,0.0504,0.293,0.000115,0.306,0.857,176.717,4.0
Space Ghost,Thaddeus Bach,-,Space Ghost (1966),Male,-,Human,-,6.167979002624672,188.0,250.0,113.0,DC Comics,-,-,-,good,75.0,20.0,35.0,40.0,95.0,80.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1967-03-01,5BFWQXNGPYadZxNKxY1UfU,Green Green Grass Of Home,65.0,184893.0,0.0,['Tom Jones'],['1T0wRBO0CK0vK8ouUMqEl5'],1967-03-01,1967.0,0.543,0.41,8.0,-13.253,1.0,0.0268,0.157,0.0,0.0996,0.817,95.363,4.0
Spectre,-,-,"More Fun Comics #52 (February, 1940)",Male,white,God / Eternal,No Hair,,,,,DC Comics,-,-,white,good,95.0,100.0,100.0,100.0,100.0,70.0,True,True,False,True,False,False,True,True,True,False,False,True,False,False,False,True,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,True,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1997-12-01,0To9BlZ0nati6ru5ZHFtqv,Carousel,43.0,198600.0,0.0,"['Evanthia Reboutsika', 'Brian Hugues']","['03AixEU0mG6V1xASZyQRPy', '5W9IB7FQxLR2zu3q0VtIZx']",1997-12-01,1997.0,0.147,0.314,4.0,-11.865,0.0,0.0341,0.166,0.197,0.0871,0.425,175.359,3.0
Speedball,Robert Baldwin,"Springdale, Connecticut","Amazing Spider-Man Annual #22, (chronologically) Speedball #1",Male,-,-,-,,,,,Marvel Comics,"Student, superhero",Mobile; formerly New Warriors Headquarters,-,good,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1988-08-01,5EJWeZDX8kRcGXMQckjqNa,Herkes Kendi İşine,53.0,153600.0,0.0,['Ahmet Kaya'],['1Y2FwScblyMxpLTrNdfwyU'],1988-08-01,1988.0,0.459,0.477,1.0,-13.075,0.0,0.0326,0.639,5.89e-06,0.105,0.744,138.255,4.0
Speedy,Thea Queen,Starling City,"Arrow (TV Series) - ""Pilot""",Female,green,Human,Brown,,,,,DC Comics,-,-,-,good,80.0,10.0,35.0,20.0,30.0,70.0,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1957-03-01,2iXcvnD3d1gfLBum0cE5Eg,Tutti Frutti,66.0,144227.0,0.0,['Little Richard'],['4xls23Ye9WR9yy3yYMpAMm'],1957-03-01,1957.0,0.555,0.658,5.0,-3.866,1.0,0.0541,0.793,0.0,0.118,0.937,184.835,4.0
Spider-Girl,May 'Mayday' Parker,"New York City, New York","What If? Vol 2 #105 (February, 1998)",Female,blue,Human,Brown,5.57742782152231,170.0,119.0,54.0,Marvel Comics,-,"New York City, New York",-,good,85.0,40.0,60.0,65.0,55.0,75.0,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1964-08-01,7dblNGnRXEBrVJunazs2U5,All I Have to Do Is Dream,69.0,143333.0,0.0,['The Everly Brothers'],['4ACplpEqD6JIVgKrafauzs'],1964-08-01,1964.0,0.534,0.462,4.0,-8.172,1.0,0.0266,0.839,0.0,0.129,0.534,96.195,4.0
Spider-Gwen,Gwendolyne Stacy,-,Edge of Spider-Verse #2,Female,blue,Human,Blond,5.413385826771654,165.0,125.0,56.0,Marvel Comics,-,-,-,good,90.0,55.0,65.0,70.0,70.0,70.0,True,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1965-12-01,1PVTvvxpSkyJWemW1CwVVk,Fly Me To The Moon,52.0,148867.0,0.0,['Frank Sinatra'],['1Mxqyy3pSjf8kZZL4QVxS0'],1965-12-01,1965.0,0.623,0.274,5.0,-14.929,1.0,0.07,0.343,3.16e-06,0.0404,0.427,118.052,4.0
Spider-Man,Peter Benjamin Parker,"New York, New York",Amazing Fantasy #15,Male,hazel,Human,Brown,5.83989501312336,178.0,165.0,74.0,Marvel Comics,"Freelance photographer, teacher","New York, New York",-,good,100.0,65.0,75.0,75.0,75.0,95.0,True,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1962-08-31,,,,,,,,,,,,,,,,,,,,,
Spider-Woman,Jessica Drew,"London, England","Marvel Spotlight #32 (February, 1977)",Female,green,Human,Black,5.83989501312336,178.0,130.0,59.0,Marvel Comics,"Form agent of HYDRA, former bounty hunter, private investigator, adventurer",-,-,good,80.0,45.0,45.0,60.0,70.0,70.0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1977-02-01,0RqGX42FcmNPQlg7s2iOul,Beni Siz Delirttiniz,45.0,188747.0,0.0,"['Cem Karaca', 'Dervişan']","['1lIbZfJvMQRqzhtCQsg5EI', '3FFPhZmOPdsIhmCRg8brsh']",1977-02-01,1977.0,0.487,0.592,7.0,-10.037,0.0,0.139,0.556,0.0,0.39,0.612,124.658,4.0
